centroide,cruce,año,turno,cantidad_ciclistas,tipo_relevamiento
367,AGUERO@SAN LUIS,2014,mañana,35,macrocentro
367,AGUERO@SAN LUIS,2014,tarde,31,macrocentro
367,AGUERO@SAN LUIS,2015,mañana,26,macrocentro
367,AGUERO@SAN LUIS,2015,tarde,42,macrocentro
367,AGUERO@SAN LUIS,2016,mañana,12,macrocentro
367,AGUERO@SAN LUIS,2016,tarde,36,macrocentro
367,AGUERO@SAN LUIS,2017,mañana,32,macrocentro
367,AGUERO@SAN LUIS,2017,tarde,90,macrocentro
367,AGUERO@SAN LUIS,2018,mañana,34,macrocentro
367,AGUERO@SAN LUIS,2018,tarde,33,macrocentro
362,GALLO@TUCUMAN,2013,mañana,15,macrocentro
362,GALLO@TUCUMAN,2013,tarde,40,macrocentro
362,GALLO@TUCUMAN,2014,mañana,14,macrocentro
362,GALLO@TUCUMAN,2014,tarde,30,macrocentro
362,GALLO@TUCUMAN,2015,mañana,25,macrocentro
362,GALLO@TUCUMAN,2015,tarde,35,macrocentro
362,GALLO@TUCUMAN,2016,mañana,14,macrocentro
362,GALLO@TUCUMAN,2016,tarde,42,macrocentro
362,GALLO@TUCUMAN,2017,mañana,43,macrocentro
362,GALLO@TUCUMAN,2017,tarde,89,macrocentro
362,GALLO@TUCUMAN,2018,mañana,25,macrocentro
362,GALLO@TUCUMAN,2018,tarde,125,macrocentro
356,LAVALLE@SANCHEZ DE BUSTAMANTE,2013,mañana,11,macrocentro
356,LAVALLE@SANCHEZ DE BUSTAMANTE,2013,tarde,34,macrocentro
356,LAVALLE@SANCHEZ DE BUSTAMANTE,2014,mañana,1,macrocentro
356,LAVALLE@SANCHEZ DE BUSTAMANTE,2014,tarde,30,macrocentro
356,LAVALLE@SANCHEZ DE BUSTAMANTE,2015,mañana,8,macrocentro
356,LAVALLE@SANCHEZ DE BUSTAMANTE,2015,tarde,26,macrocentro
356,LAVALLE@SANCHEZ DE BUSTAMANTE,2016,mañana,5,macrocentro
356,LAVALLE@SANCHEZ DE BUSTAMANTE,2016,tarde,32,macrocentro
356,LAVALLE@SANCHEZ DE BUSTAMANTE,2017,mañana,8,macrocentro
356,LAVALLE@SANCHEZ DE BUSTAMANTE,2017,tarde,26,macrocentro
356,LAVALLE@SANCHEZ DE BUSTAMANTE,2018,mañana,6,macrocentro
356,LAVALLE@SANCHEZ DE BUSTAMANTE,2018,tarde,15,macrocentro
70,HUMAHUACA@BILLINGHURST,2013,mañana,197,macrocentro
70,HUMAHUACA@BILLINGHURST,2013,tarde,221,macrocentro
70,HUMAHUACA@BILLINGHURST,2014,mañana,99,macrocentro
70,HUMAHUACA@BILLINGHURST,2014,tarde,212,macrocentro
70,HUMAHUACA@BILLINGHURST,2015,mañana,141,macrocentro
70,HUMAHUACA@BILLINGHURST,2015,tarde,238,macrocentro
70,HUMAHUACA@BILLINGHURST,2016,mañana,111,macrocentro
70,HUMAHUACA@BILLINGHURST,2016,tarde,185,macrocentro
70,HUMAHUACA@BILLINGHURST,2017,mañana,200,macrocentro
70,HUMAHUACA@BILLINGHURST,2017,tarde,226,macrocentro
70,HUMAHUACA@BILLINGHURST,2018,mañana,189,macrocentro
70,HUMAHUACA@BILLINGHURST,2018,tarde,276,macrocentro
347,BULNES@TUCUMAN,2013,mañana,10,macrocentro
347,BULNES@TUCUMAN,2013,tarde,33,macrocentro
347,BULNES@TUCUMAN,2014,mañana,21,macrocentro
347,BULNES@TUCUMAN,2014,tarde,28,macrocentro
347,BULNES@TUCUMAN,2015,mañana,19,macrocentro
347,BULNES@TUCUMAN,2015,tarde,24,macrocentro
347,BULNES@TUCUMAN,2016,mañana,13,macrocentro
347,BULNES@TUCUMAN,2016,tarde,16,macrocentro
347,BULNES@TUCUMAN,2017,mañana,21,macrocentro
347,BULNES@TUCUMAN,2017,tarde,14,macrocentro
347,BULNES@TUCUMAN,2018,mañana,22,macrocentro
347,BULNES@TUCUMAN,2018,tarde,42,macrocentro
346,"LAVALLE@SALGUERO, JERONIMO",2013,mañana,22,macrocentro
346,"LAVALLE@SALGUERO, JERONIMO",2013,tarde,23,macrocentro
346,"LAVALLE@SALGUERO, JERONIMO",2014,mañana,24,macrocentro
346,"LAVALLE@SALGUERO, JERONIMO",2014,tarde,27,macrocentro
346,"LAVALLE@SALGUERO, JERONIMO",2015,mañana,16,macrocentro
346,"LAVALLE@SALGUERO, JERONIMO",2015,tarde,15,macrocentro
346,"LAVALLE@SALGUERO, JERONIMO",2016,mañana,12,macrocentro
346,"LAVALLE@SALGUERO, JERONIMO",2016,tarde,10,macrocentro
346,"LAVALLE@SALGUERO, JERONIMO",2017,mañana,27,macrocentro
346,"LAVALLE@SALGUERO, JERONIMO",2017,tarde,24,macrocentro
346,"LAVALLE@SALGUERO, JERONIMO",2018,mañana,28,macrocentro
346,"LAVALLE@SALGUERO, JERONIMO",2018,tarde,24,macrocentro
344,GUARDIA VIEJA@MEDRANO,2013,mañana,23,macrocentro
344,GUARDIA VIEJA@MEDRANO,2013,tarde,50,macrocentro
344,GUARDIA VIEJA@MEDRANO,2014,mañana,10,macrocentro
344,GUARDIA VIEJA@MEDRANO,2014,tarde,46,macrocentro
344,GUARDIA VIEJA@MEDRANO,2015,mañana,19,macrocentro
344,GUARDIA VIEJA@MEDRANO,2015,tarde,28,macrocentro
344,GUARDIA VIEJA@MEDRANO,2016,mañana,12,macrocentro
344,GUARDIA VIEJA@MEDRANO,2016,tarde,26,macrocentro
344,GUARDIA VIEJA@MEDRANO,2017,mañana,21,macrocentro
344,GUARDIA VIEJA@MEDRANO,2017,tarde,32,macrocentro
344,GUARDIA VIEJA@MEDRANO,2018,mañana,12,macrocentro
344,GUARDIA VIEJA@MEDRANO,2018,tarde,47,macrocentro
345,BULNES@GUARDIA VIEJA,2013,mañana,21,macrocentro
345,BULNES@GUARDIA VIEJA,2013,tarde,34,macrocentro
345,BULNES@GUARDIA VIEJA,2014,mañana,11,macrocentro
345,BULNES@GUARDIA VIEJA,2014,tarde,22,macrocentro
345,BULNES@GUARDIA VIEJA,2015,mañana,10,macrocentro
345,BULNES@GUARDIA VIEJA,2015,tarde,27,macrocentro
345,BULNES@GUARDIA VIEJA,2016,mañana,9,macrocentro
345,BULNES@GUARDIA VIEJA,2016,tarde,11,macrocentro
345,BULNES@GUARDIA VIEJA,2017,mañana,10,macrocentro
345,BULNES@GUARDIA VIEJA,2017,tarde,26,macrocentro
353,"LAVALLE@BRAVO, MARIO",2013,mañana,13,macrocentro
353,"LAVALLE@BRAVO, MARIO",2013,tarde,21,macrocentro
353,"LAVALLE@BRAVO, MARIO",2014,mañana,25,macrocentro
353,"LAVALLE@BRAVO, MARIO",2014,tarde,21,macrocentro
353,"LAVALLE@BRAVO, MARIO",2015,mañana,14,macrocentro
353,"LAVALLE@BRAVO, MARIO",2015,tarde,23,macrocentro
353,"LAVALLE@BRAVO, MARIO",2016,mañana,12,macrocentro
353,"LAVALLE@BRAVO, MARIO",2016,tarde,11,macrocentro
353,"LAVALLE@BRAVO, MARIO",2017,mañana,22,macrocentro
353,"LAVALLE@BRAVO, MARIO",2017,tarde,7,macrocentro
355,TUCUMAN@BILLINGHURST,2013,mañana,176,macrocentro
355,TUCUMAN@BILLINGHURST,2013,tarde,116,macrocentro
355,TUCUMAN@BILLINGHURST,2014,mañana,175,macrocentro
355,TUCUMAN@BILLINGHURST,2014,tarde,158,macrocentro
355,TUCUMAN@BILLINGHURST,2015,mañana,218,macrocentro
355,TUCUMAN@BILLINGHURST,2015,tarde,194,macrocentro
355,TUCUMAN@BILLINGHURST,2016,mañana,143,macrocentro
355,TUCUMAN@BILLINGHURST,2016,tarde,142,macrocentro
355,TUCUMAN@BILLINGHURST,2017,mañana,131,macrocentro
355,TUCUMAN@BILLINGHURST,2017,tarde,143,macrocentro
360,"BILLINGHURST@CABRERA, JOSE A.",2013,mañana,135,macrocentro
360,"BILLINGHURST@CABRERA, JOSE A.",2013,tarde,187,macrocentro
360,"BILLINGHURST@CABRERA, JOSE A.",2014,mañana,152,macrocentro
360,"BILLINGHURST@CABRERA, JOSE A.",2014,tarde,199,macrocentro
360,"BILLINGHURST@CABRERA, JOSE A.",2015,mañana,182,macrocentro
360,"BILLINGHURST@CABRERA, JOSE A.",2015,tarde,211,macrocentro
360,"BILLINGHURST@CABRERA, JOSE A.",2016,mañana,143,macrocentro
360,"BILLINGHURST@CABRERA, JOSE A.",2016,tarde,127,macrocentro
360,"BILLINGHURST@CABRERA, JOSE A.",2017,mañana,82,macrocentro
360,"BILLINGHURST@CABRERA, JOSE A.",2017,tarde,171,macrocentro
360,"BILLINGHURST@CABRERA, JOSE A.",2018,mañana,121,macrocentro
360,"BILLINGHURST@CABRERA, JOSE A.",2018,tarde,269,macrocentro
357,CORDOBA@SANCHEZ DE BUSTAMANTE,2013,mañana,37,macrocentro
357,CORDOBA@SANCHEZ DE BUSTAMANTE,2013,tarde,109,macrocentro
357,CORDOBA@SANCHEZ DE BUSTAMANTE,2014,mañana,49,macrocentro
357,CORDOBA@SANCHEZ DE BUSTAMANTE,2014,tarde,134,macrocentro
357,CORDOBA@SANCHEZ DE BUSTAMANTE,2015,mañana,52,macrocentro
357,CORDOBA@SANCHEZ DE BUSTAMANTE,2015,tarde,173,macrocentro
357,CORDOBA@SANCHEZ DE BUSTAMANTE,2016,mañana,42,macrocentro
357,CORDOBA@SANCHEZ DE BUSTAMANTE,2016,tarde,116,macrocentro
357,CORDOBA@SANCHEZ DE BUSTAMANTE,2017,mañana,17,macrocentro
357,CORDOBA@SANCHEZ DE BUSTAMANTE,2017,tarde,119,macrocentro
364,CORDOBA@GALLO,2013,mañana,46,macrocentro
364,CORDOBA@GALLO,2013,tarde,158,macrocentro
364,CORDOBA@GALLO,2014,mañana,44,macrocentro
364,CORDOBA@GALLO,2014,tarde,173,macrocentro
364,CORDOBA@GALLO,2015,mañana,53,macrocentro
364,CORDOBA@GALLO,2015,tarde,196,macrocentro
364,CORDOBA@GALLO,2016,mañana,54,macrocentro
364,CORDOBA@GALLO,2016,tarde,188,macrocentro
364,CORDOBA@GALLO,2017,mañana,31,macrocentro
364,CORDOBA@GALLO,2017,tarde,171,macrocentro
368,GALLO@SOLER,2013,mañana,36,macrocentro
368,GALLO@SOLER,2013,tarde,46,macrocentro
368,GALLO@SOLER,2014,mañana,31,macrocentro
368,GALLO@SOLER,2014,tarde,34,macrocentro
368,GALLO@SOLER,2015,mañana,28,macrocentro
368,GALLO@SOLER,2015,tarde,42,macrocentro
368,GALLO@SOLER,2016,mañana,29,macrocentro
368,GALLO@SOLER,2016,tarde,37,macrocentro
368,GALLO@SOLER,2017,mañana,22,macrocentro
368,GALLO@SOLER,2017,tarde,56,macrocentro
348,CORDOBA@MEDRANO,2013,mañana,58,macrocentro
348,CORDOBA@MEDRANO,2013,tarde,82,macrocentro
348,CORDOBA@MEDRANO,2014,mañana,42,macrocentro
348,CORDOBA@MEDRANO,2014,tarde,51,macrocentro
348,CORDOBA@MEDRANO,2015,mañana,44,macrocentro
348,CORDOBA@MEDRANO,2015,tarde,82,macrocentro
348,CORDOBA@MEDRANO,2016,mañana,19,macrocentro
348,CORDOBA@MEDRANO,2016,tarde,50,macrocentro
348,CORDOBA@MEDRANO,2017,mañana,69,macrocentro
348,CORDOBA@MEDRANO,2017,tarde,71,macrocentro
350,"CABRERA, JOSE A.@SALGUERO, JERONIMO",2013,mañana,37,macrocentro
350,"CABRERA, JOSE A.@SALGUERO, JERONIMO",2013,tarde,39,macrocentro
350,"CABRERA, JOSE A.@SALGUERO, JERONIMO",2014,mañana,18,macrocentro
350,"CABRERA, JOSE A.@SALGUERO, JERONIMO",2014,tarde,36,macrocentro
350,"CABRERA, JOSE A.@SALGUERO, JERONIMO",2015,mañana,27,macrocentro
350,"CABRERA, JOSE A.@SALGUERO, JERONIMO",2015,tarde,37,macrocentro
350,"CABRERA, JOSE A.@SALGUERO, JERONIMO",2016,mañana,8,macrocentro
350,"CABRERA, JOSE A.@SALGUERO, JERONIMO",2016,tarde,31,macrocentro
350,"CABRERA, JOSE A.@SALGUERO, JERONIMO",2017,mañana,24,macrocentro
350,"CABRERA, JOSE A.@SALGUERO, JERONIMO",2017,tarde,17,macrocentro
359,BULNES@GORRITI,2013,mañana,72,macrocentro
359,BULNES@GORRITI,2013,tarde,140,macrocentro
359,BULNES@GORRITI,2014,mañana,70,macrocentro
359,BULNES@GORRITI,2014,tarde,91,macrocentro
359,BULNES@GORRITI,2015,mañana,83,macrocentro
359,BULNES@GORRITI,2015,tarde,147,macrocentro
359,BULNES@GORRITI,2016,mañana,52,macrocentro
359,BULNES@GORRITI,2016,tarde,92,macrocentro
359,BULNES@GORRITI,2017,mañana,94,macrocentro
359,BULNES@GORRITI,2017,tarde,103,macrocentro
358,"CABRERA, JOSE A.@BRAVO, MARIO",2013,mañana,36,macrocentro
358,"CABRERA, JOSE A.@BRAVO, MARIO",2013,tarde,33,macrocentro
358,"CABRERA, JOSE A.@BRAVO, MARIO",2014,mañana,15,macrocentro
358,"CABRERA, JOSE A.@BRAVO, MARIO",2014,tarde,40,macrocentro
358,"CABRERA, JOSE A.@BRAVO, MARIO",2015,mañana,14,macrocentro
358,"CABRERA, JOSE A.@BRAVO, MARIO",2015,tarde,55,macrocentro
358,"CABRERA, JOSE A.@BRAVO, MARIO",2016,mañana,13,macrocentro
358,"CABRERA, JOSE A.@BRAVO, MARIO",2016,tarde,34,macrocentro
358,"CABRERA, JOSE A.@BRAVO, MARIO",2017,mañana,36,macrocentro
358,"CABRERA, JOSE A.@BRAVO, MARIO",2017,tarde,34,macrocentro
354,"BRAVO, MARIO@CORDOBA",2013,mañana,51,macrocentro
354,"BRAVO, MARIO@CORDOBA",2013,tarde,108,macrocentro
354,"BRAVO, MARIO@CORDOBA",2014,mañana,40,macrocentro
354,"BRAVO, MARIO@CORDOBA",2014,tarde,95,macrocentro
354,"BRAVO, MARIO@CORDOBA",2015,mañana,54,macrocentro
354,"BRAVO, MARIO@CORDOBA",2015,tarde,108,macrocentro
354,"BRAVO, MARIO@CORDOBA",2016,mañana,28,macrocentro
354,"BRAVO, MARIO@CORDOBA",2016,tarde,120,macrocentro
354,"BRAVO, MARIO@CORDOBA",2017,mañana,70,macrocentro
354,"BRAVO, MARIO@CORDOBA",2017,tarde,125,macrocentro
354,"BRAVO, MARIO@CORDOBA",2018,mañana,63,macrocentro
354,"BRAVO, MARIO@CORDOBA",2018,tarde,129,macrocentro
370,AGUERO@PARAGUAY,2013,mañana,25,macrocentro
370,AGUERO@PARAGUAY,2013,tarde,32,macrocentro
370,AGUERO@PARAGUAY,2014,mañana,17,macrocentro
370,AGUERO@PARAGUAY,2014,tarde,21,macrocentro
370,AGUERO@PARAGUAY,2015,mañana,15,macrocentro
370,AGUERO@PARAGUAY,2015,tarde,27,macrocentro
370,AGUERO@PARAGUAY,2016,mañana,22,macrocentro
370,AGUERO@PARAGUAY,2016,tarde,28,macrocentro
370,AGUERO@PARAGUAY,2017,mañana,28,macrocentro
370,AGUERO@PARAGUAY,2017,tarde,28,macrocentro
369,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",2013,mañana,12,macrocentro
369,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",2013,tarde,22,macrocentro
369,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",2014,mañana,10,macrocentro
369,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",2014,tarde,25,macrocentro
369,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",2015,mañana,13,macrocentro
369,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",2015,tarde,43,macrocentro
369,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",2016,mañana,16,macrocentro
369,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",2016,tarde,27,macrocentro
369,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",2017,mañana,25,macrocentro
369,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",2017,tarde,18,macrocentro
369,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",2018,mañana,28,macrocentro
369,"GALLO@MANSILLA, LUCIO NORBERTO, GRAL.",2018,tarde,49,macrocentro
361,BILLINGHURST@PARAGUAY,2013,mañana,111,macrocentro
361,BILLINGHURST@PARAGUAY,2013,tarde,180,macrocentro
361,BILLINGHURST@PARAGUAY,2014,mañana,68,macrocentro
361,BILLINGHURST@PARAGUAY,2014,tarde,147,macrocentro
361,BILLINGHURST@PARAGUAY,2015,mañana,48,macrocentro
361,BILLINGHURST@PARAGUAY,2015,tarde,125,macrocentro
361,BILLINGHURST@PARAGUAY,2016,mañana,92,macrocentro
361,BILLINGHURST@PARAGUAY,2016,tarde,127,macrocentro
361,BILLINGHURST@PARAGUAY,2017,mañana,89,macrocentro
361,BILLINGHURST@PARAGUAY,2017,tarde,149,macrocentro
361,BILLINGHURST@PARAGUAY,2018,mañana,66,macrocentro
361,BILLINGHURST@PARAGUAY,2018,tarde,150,macrocentro
381,"BILLINGHURST@MANSILLA, LUCIO NORBERTO, GRAL.",2013,mañana,108,macrocentro
381,"BILLINGHURST@MANSILLA, LUCIO NORBERTO, GRAL.",2013,tarde,197,macrocentro
381,"BILLINGHURST@MANSILLA, LUCIO NORBERTO, GRAL.",2014,mañana,72,macrocentro
381,"BILLINGHURST@MANSILLA, LUCIO NORBERTO, GRAL.",2014,tarde,175,macrocentro
381,"BILLINGHURST@MANSILLA, LUCIO NORBERTO, GRAL.",2015,mañana,31,macrocentro
381,"BILLINGHURST@MANSILLA, LUCIO NORBERTO, GRAL.",2015,tarde,165,macrocentro
381,"BILLINGHURST@MANSILLA, LUCIO NORBERTO, GRAL.",2016,mañana,74,macrocentro
381,"BILLINGHURST@MANSILLA, LUCIO NORBERTO, GRAL.",2016,tarde,146,macrocentro
381,"BILLINGHURST@MANSILLA, LUCIO NORBERTO, GRAL.",2017,mañana,84,macrocentro
381,"BILLINGHURST@MANSILLA, LUCIO NORBERTO, GRAL.",2017,tarde,185,macrocentro
382,"CHARCAS@DIAZ, CNEL.",2013,mañana,105,macrocentro
382,"CHARCAS@DIAZ, CNEL.",2013,tarde,134,macrocentro
382,"CHARCAS@DIAZ, CNEL.",2014,mañana,74,macrocentro
382,"CHARCAS@DIAZ, CNEL.",2014,tarde,177,macrocentro
382,"CHARCAS@DIAZ, CNEL.",2015,mañana,60,macrocentro
382,"CHARCAS@DIAZ, CNEL.",2015,tarde,182,macrocentro
382,"CHARCAS@DIAZ, CNEL.",2016,mañana,106,macrocentro
382,"CHARCAS@DIAZ, CNEL.",2016,tarde,130,macrocentro
382,"CHARCAS@DIAZ, CNEL.",2017,mañana,52,macrocentro
382,"CHARCAS@DIAZ, CNEL.",2017,tarde,209,macrocentro
349,HONDURAS@MEDRANO,2013,mañana,14,macrocentro
349,HONDURAS@MEDRANO,2013,tarde,25,macrocentro
349,HONDURAS@MEDRANO,2014,mañana,17,macrocentro
349,HONDURAS@MEDRANO,2014,tarde,30,macrocentro
349,HONDURAS@MEDRANO,2015,mañana,29,macrocentro
349,HONDURAS@MEDRANO,2015,tarde,25,macrocentro
349,HONDURAS@MEDRANO,2016,mañana,21,macrocentro
349,HONDURAS@MEDRANO,2016,tarde,24,macrocentro
349,HONDURAS@MEDRANO,2017,mañana,27,macrocentro
349,HONDURAS@MEDRANO,2017,tarde,22,macrocentro
351,"EL SALVADOR@SALGUERO, JERONIMO",2013,mañana,23,macrocentro
351,"EL SALVADOR@SALGUERO, JERONIMO",2013,tarde,18,macrocentro
351,"EL SALVADOR@SALGUERO, JERONIMO",2014,mañana,10,macrocentro
351,"EL SALVADOR@SALGUERO, JERONIMO",2014,tarde,20,macrocentro
351,"EL SALVADOR@SALGUERO, JERONIMO",2015,mañana,19,macrocentro
351,"EL SALVADOR@SALGUERO, JERONIMO",2015,tarde,14,macrocentro
351,"EL SALVADOR@SALGUERO, JERONIMO",2016,mañana,20,macrocentro
351,"EL SALVADOR@SALGUERO, JERONIMO",2016,tarde,9,macrocentro
351,"EL SALVADOR@SALGUERO, JERONIMO",2017,mañana,40,macrocentro
351,"EL SALVADOR@SALGUERO, JERONIMO",2017,tarde,17,macrocentro
373,SOLER@VIDT,2013,mañana,2,macrocentro
373,SOLER@VIDT,2013,tarde,8,macrocentro
373,SOLER@VIDT,2014,mañana,10,macrocentro
373,SOLER@VIDT,2014,tarde,18,macrocentro
373,SOLER@VIDT,2015,mañana,10,macrocentro
373,SOLER@VIDT,2015,tarde,11,macrocentro
373,SOLER@VIDT,2016,mañana,5,macrocentro
373,SOLER@VIDT,2016,tarde,13,macrocentro
373,SOLER@VIDT,2017,mañana,10,macrocentro
373,SOLER@VIDT,2017,tarde,16,macrocentro
371,EL SALVADOR@BULNES,2013,mañana,16,macrocentro
371,EL SALVADOR@BULNES,2013,tarde,37,macrocentro
371,EL SALVADOR@BULNES,2014,mañana,17,macrocentro
371,EL SALVADOR@BULNES,2014,tarde,42,macrocentro
371,EL SALVADOR@BULNES,2015,mañana,22,macrocentro
371,EL SALVADOR@BULNES,2015,tarde,51,macrocentro
371,EL SALVADOR@BULNES,2016,mañana,24,macrocentro
371,EL SALVADOR@BULNES,2016,tarde,21,macrocentro
371,EL SALVADOR@BULNES,2017,mañana,15,macrocentro
371,EL SALVADOR@BULNES,2017,tarde,34,macrocentro
374,"DIAZ, CNEL.@SOLER",2013,mañana,35,macrocentro
374,"DIAZ, CNEL.@SOLER",2013,tarde,53,macrocentro
374,"DIAZ, CNEL.@SOLER",2014,mañana,41,macrocentro
374,"DIAZ, CNEL.@SOLER",2014,tarde,52,macrocentro
374,"DIAZ, CNEL.@SOLER",2015,mañana,40,macrocentro
374,"DIAZ, CNEL.@SOLER",2015,tarde,55,macrocentro
374,"DIAZ, CNEL.@SOLER",2016,mañana,30,macrocentro
374,"DIAZ, CNEL.@SOLER",2016,tarde,44,macrocentro
374,"DIAZ, CNEL.@SOLER",2017,mañana,40,macrocentro
374,"DIAZ, CNEL.@SOLER",2017,tarde,34,macrocentro
375,"GUISE@MANSILLA, LUCIO NORBERTO, GRAL.",2013,mañana,53,macrocentro
375,"GUISE@MANSILLA, LUCIO NORBERTO, GRAL.",2013,tarde,46,macrocentro
375,"GUISE@MANSILLA, LUCIO NORBERTO, GRAL.",2014,mañana,56,macrocentro
375,"GUISE@MANSILLA, LUCIO NORBERTO, GRAL.",2014,tarde,38,macrocentro
375,"GUISE@MANSILLA, LUCIO NORBERTO, GRAL.",2015,mañana,47,macrocentro
375,"GUISE@MANSILLA, LUCIO NORBERTO, GRAL.",2015,tarde,59,macrocentro
375,"GUISE@MANSILLA, LUCIO NORBERTO, GRAL.",2016,mañana,60,macrocentro
375,"GUISE@MANSILLA, LUCIO NORBERTO, GRAL.",2016,tarde,50,macrocentro
375,"GUISE@MANSILLA, LUCIO NORBERTO, GRAL.",2017,mañana,46,macrocentro
375,"GUISE@MANSILLA, LUCIO NORBERTO, GRAL.",2017,tarde,44,macrocentro
372,BULNES@PARAGUAY,2013,mañana,22,macrocentro
372,BULNES@PARAGUAY,2013,tarde,37,macrocentro
372,BULNES@PARAGUAY,2014,mañana,35,macrocentro
372,BULNES@PARAGUAY,2014,tarde,32,macrocentro
372,BULNES@PARAGUAY,2015,mañana,20,macrocentro
372,BULNES@PARAGUAY,2015,tarde,35,macrocentro
372,BULNES@PARAGUAY,2016,mañana,24,macrocentro
372,BULNES@PARAGUAY,2016,tarde,28,macrocentro
372,BULNES@PARAGUAY,2017,mañana,26,macrocentro
372,BULNES@PARAGUAY,2017,tarde,30,macrocentro
378,CHARCAS@VIDT,2013,mañana,18,macrocentro
378,CHARCAS@VIDT,2013,tarde,39,macrocentro
378,CHARCAS@VIDT,2014,mañana,3,macrocentro
378,CHARCAS@VIDT,2014,tarde,41,macrocentro
378,CHARCAS@VIDT,2015,mañana,7,macrocentro
378,CHARCAS@VIDT,2015,tarde,50,macrocentro
378,CHARCAS@VIDT,2016,mañana,25,macrocentro
378,CHARCAS@VIDT,2016,tarde,46,macrocentro
378,CHARCAS@VIDT,2017,mañana,17,macrocentro
378,CHARCAS@VIDT,2017,tarde,49,macrocentro
378,CHARCAS@VIDT,2018,mañana,48,macrocentro
378,CHARCAS@VIDT,2018,tarde,56,macrocentro
376,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",2013,mañana,32,macrocentro
376,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",2013,tarde,75,macrocentro
376,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",2014,mañana,59,macrocentro
376,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",2014,tarde,83,macrocentro
376,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",2015,mañana,32,macrocentro
376,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",2015,tarde,101,macrocentro
376,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",2016,mañana,59,macrocentro
376,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",2016,tarde,86,macrocentro
376,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",2017,mañana,38,macrocentro
376,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",2017,tarde,80,macrocentro
376,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",2018,mañana,50,macrocentro
376,"MANSILLA, LUCIO NORBERTO, GRAL.@SALGUERO, JERONIMO",2018,tarde,99,macrocentro
352,MEDRANO@DEL SIGNO,2013,mañana,13,macrocentro
352,MEDRANO@DEL SIGNO,2013,tarde,13,macrocentro
352,MEDRANO@DEL SIGNO,2014,mañana,0,macrocentro
352,MEDRANO@DEL SIGNO,2014,tarde,17,macrocentro
352,MEDRANO@DEL SIGNO,2015,mañana,2,macrocentro
352,MEDRANO@DEL SIGNO,2015,tarde,20,macrocentro
352,MEDRANO@DEL SIGNO,2016,mañana,9,macrocentro
352,MEDRANO@DEL SIGNO,2016,tarde,15,macrocentro
352,MEDRANO@DEL SIGNO,2017,mañana,10,macrocentro
352,MEDRANO@DEL SIGNO,2017,tarde,17,macrocentro
352,MEDRANO@DEL SIGNO,2018,mañana,15,macrocentro
352,MEDRANO@DEL SIGNO,2018,tarde,17,macrocentro
379,BULNES@GUEMES,2013,mañana,26,macrocentro
379,BULNES@GUEMES,2013,tarde,37,macrocentro
379,BULNES@GUEMES,2014,mañana,53,macrocentro
379,BULNES@GUEMES,2014,tarde,30,macrocentro
379,BULNES@GUEMES,2015,mañana,30,macrocentro
379,BULNES@GUEMES,2015,tarde,13,macrocentro
379,BULNES@GUEMES,2016,mañana,28,macrocentro
379,BULNES@GUEMES,2016,tarde,17,macrocentro
379,BULNES@GUEMES,2017,mañana,21,macrocentro
379,BULNES@GUEMES,2017,tarde,24,macrocentro
379,BULNES@GUEMES,2018,mañana,39,macrocentro
379,BULNES@GUEMES,2018,tarde,35,macrocentro
377,"GUEMES@SALGUERO, JERONIMO",2013,mañana,37,macrocentro
377,"GUEMES@SALGUERO, JERONIMO",2013,tarde,36,macrocentro
377,"GUEMES@SALGUERO, JERONIMO",2014,mañana,0,macrocentro
377,"GUEMES@SALGUERO, JERONIMO",2014,tarde,34,macrocentro
377,"GUEMES@SALGUERO, JERONIMO",2015,mañana,37,macrocentro
377,"GUEMES@SALGUERO, JERONIMO",2015,tarde,25,macrocentro
377,"GUEMES@SALGUERO, JERONIMO",2016,mañana,40,macrocentro
377,"GUEMES@SALGUERO, JERONIMO",2016,tarde,17,macrocentro
